user_id,book_id,loan_date,due_date
53,197,2024-02-10,2024-03-25
121,42,2024-03-11,2024-08-12
154,64,2024-10-23,2024-08-12
40,192,2024-10-09,2024-07-13
342,87,2024-05-07,2024-08-10
283,113,2024-01-04,2024-02-16
169,166,2024-07-07,2024-01-15
15,143,2024-02-26,2024-07-05
121,39,2024-05-21,2024-06-03
115,101,2024-08-09,2024-02-26
305,62,2024-03-23,2024-06-19
283,120,2024-03-15,2024-02-08
251,79,2024-01-21,2024-10-02
479,195,2024-08-10,2024-08-01
322,143,2024-02-27,2024-01-16
338,49,2024-09-22,2024-08-15
120,71,2024-01-07,2024-08-04
119,95,2024-03-27,2024-07-28
457,39,2024-09-11,2024-09-29
379,9,2024-04-29,2024-04-12
397,34,2024-07-15,2024-10-05
250,100,2024-05-29,2024-01-29
111,31,2024-06-28,2024-04-03
197,97,2024-07-01,2024-10-19
116,156,2024-04-18,2024-05-11
82,84,2024-05-30,2024-06-05
190,51,2024-08-13,2024-05-01
104,14,2024-06-02,2024-02-20
455,196,2024-05-02,2024-04-29
169,136,2024-08-29,2024-11-10
277,192,2024-05-21,2024-06-21
233,103,2024-01-30,2024-07-18
61,76,2024-03-04,2024-02-11
66,11,2024-09-09,2024-06-19
444,65,2024-06-12,2024-07-17
188,16,2024-01-14,2024-09-27
358,31,2024-09-01,2024-10-20
323,58,2024-04-20,2024-04-07
167,135,2024-11-02,2024-01-15
390,51,2024-07-27,2024-02-19
489,193,2024-02-22,2024-02-16
353,126,2024-09-02,2024-04-01
78,127,2024-04-02,2024-03-09
383,18,2024-02-29,2024-10-14
216,194,2024-10-06,2024-06-12
375,96,2024-03-09,2024-08-31
40,9,2024-08-19,2024-06-09
106,6,2024-10-11,2024-03-09
205,109,2024-01-07,2024-02-14
261,17,2024-07-01,2024-09-05
337,172,2024-09-03,2024-03-30
78,197,2024-02-04,2024-05-28
204,19,2024-08-08,2024-01-19
400,133,2024-06-24,2024-07-05
309,23,2024-01-07,2024-06-19
435,53,2024-06-06,2024-02-23
412,49,2024-06-08,2024-05-24
272,154,2024-06-04,2024-08-13
63,81,2024-05-16,2024-10-18
492,125,2024-04-12,2024-10-28
74,125,2024-11-09,2024-09-09
487,3,2024-02-20,2024-09-14
334,145,2024-03-30,2024-03-21
128,136,2024-10-07,2024-08-05
358,177,2024-06-10,2024-03-30
91,122,2024-04-26,2024-08-04
454,87,2024-08-17,2024-06-22
315,58,2024-10-09,2024-06-07
84,124,2024-02-04,2024-06-08
434,7,2024-08-04,2024-10-25
88,175,2024-08-17,2024-07-29
13,112,2024-03-31,2024-04-23
195,96,2024-02-04,2024-01-02
479,35,2024-10-16,2024-05-29
69,89,2024-09-07,2024-11-06
194,114,2024-02-28,2024-02-29
101,181,2024-06-18,2024-01-06
154,81,2024-04-11,2024-03-02
233,36,2024-09-06,2024-09-30
20,146,2024-06-23,2024-10-23
103,85,2024-10-14,2024-10-29
303,192,2024-08-15,2024-08-05
222,128,2024-05-25,2024-05-15
391,8,2024-07-26,2024-10-15
41,82,2024-04-21,2024-07-02
297,156,2024-03-04,2024-04-12
12,72,2024-01-02,2024-10-21
406,61,2024-03-21,2024-06-26
114,60,2024-06-23,2024-03-07
35,57,2024-09-25,2024-09-09
188,143,2024-08-30,2024-07-30
295,47,2024-11-01,2024-03-27
108,146,2024-09-12,2024-05-19
366,23,2024-07-31,2024-11-09
185,36,2024-10-25,2024-06-24
38,146,2024-01-24,2024-04-02
454,76,2024-11-07,2024-04-07
253,196,2024-09-06,2024-03-01
207,27,2024-03-14,2024-05-21
180,82,2024-06-14,2024-09-16
256,99,2024-10-02,2024-04-28
413,107,2024-04-03,2024-01-02
483,186,2024-09-24,2024-03-15
78,193,2024-09-05,2024-02-04
248,103,2024-11-02,2024-05-17
238,18,2024-10-16,2024-01-07
301,77,2024-01-14,2024-10-07
364,27,2024-03-15,2024-04-11
157,179,2024-04-21,2024-09-07
480,148,2024-10-16,2024-09-15
497,50,2024-04-22,2024-04-10
249,191,2024-10-10,2024-03-14
332,79,2024-10-21,2024-06-25
252,130,2024-04-28,2024-01-02
61,110,2024-04-25,2024-05-12
226,134,2024-04-05,2024-06-04
124,132,2024-07-03,2024-05-22
258,132,2024-05-17,2024-04-20
221,173,2024-05-24,2024-09-02
419,11,2024-10-07,2024-04-09
110,159,2024-04-20,2024-11-08
382,87,2024-01-13,2024-03-02
289,190,2024-06-10,2024-11-06
379,193,2024-06-12,2024-07-24
454,161,2024-04-08,2024-08-25
103,127,2024-03-16,2024-08-04
57,186,2024-04-07,2024-05-02
174,172,2024-04-15,2024-01-19
288,100,2024-10-27,2024-04-16
238,190,2024-03-12,2024-05-15
133,62,2024-10-10,2024-09-14
497,61,2024-06-21,2024-05-06
454,149,2024-08-23,2024-09-05
368,77,2024-07-17,2024-02-29
36,33,2024-06-18,2024-01-28
474,49,2024-03-30,2024-01-03
339,171,2024-04-21,2024-07-08
116,134,2024-07-09,2024-04-14
468,200,2024-04-09,2024-05-20
59,123,2024-09-25,2024-01-31
190,167,2024-08-30,2024-02-08
482,48,2024-11-07,2024-03-27
357,134,2024-10-24,2024-09-09
160,39,2024-07-23,2024-04-27
337,104,2024-03-06,2024-10-15
312,98,2024-09-08,2024-05-05
101,103,2024-03-19,2024-02-12
500,9,2024-08-01,2024-07-17
54,94,2024-06-28,2024-04-08
265,41,2024-02-02,2024-02-01
317,192,2024-03-15,2024-10-09
117,48,2024-10-26,2024-10-14
89,20,2024-10-18,2024-06-05
257,33,2024-06-01,2024-06-27
20,199,2024-09-23,2024-05-10
373,114,2024-09-22,2024-07-29
201,184,2024-04-24,2024-01-09
66,162,2024-03-14,2024-01-01
378,193,2024-04-08,2024-08-18
90,113,2024-05-18,2024-01-12
464,60,2024-04-04,2024-04-04
447,144,2024-05-29,2024-07-10
242,193,2024-09-28,2024-10-23
275,41,2024-08-01,2024-07-26
364,161,2024-05-17,2024-10-29
366,156,2024-04-30,2024-06-20
70,95,2024-08-02,2024-06-01
32,195,2024-07-03,2024-05-07
38,6,2024-07-11,2024-09-10
380,15,2024-04-28,2024-06-22
85,67,2024-06-30,2024-03-09
90,92,2024-06-17,2024-07-27
44,132,2024-02-09,2024-01-31
497,106,2024-09-05,2024-07-15
381,30,2024-01-16,2024-01-12
140,131,2024-02-03,2024-06-06
446,119,2024-10-03,2024-10-04
387,4,2024-07-08,2024-04-15
492,197,2024-01-05,2024-08-29
446,11,2024-11-03,2024-07-15
319,179,2024-07-21,2024-06-18
427,199,2024-09-16,2024-03-21
316,111,2024-06-05,2024-08-13
120,120,2024-08-08,2024-09-25
272,58,2024-05-27,2024-01-11
484,194,2024-09-19,2024-04-11
413,16,2024-09-28,2024-04-13
204,29,2024-01-15,2024-03-22
440,8,2024-06-10,2024-03-27
102,49,2024-01-20,2024-09-23
182,11,2024-04-29,2024-05-04
292,194,2024-06-14,2024-04-10
438,194,2024-10-29,2024-06-23
481,190,2024-07-13,2024-08-29
15,117,2024-08-01,2024-07-19
257,117,2024-08-21,2024-06-13
99,162,2024-04-24,2024-02-12
461,99,2024-01-05,2024-08-21
344,86,2024-09-19,2024-09-15
107,148,2024-02-12,2024-06-10
265,133,2024-04-18,2024-04-10
413,145,2024-08-24,2024-08-29
98,185,2024-03-22,2024-05-13
430,122,2024-06-14,2024-07-24
168,187,2024-03-05,2024-10-23
32,34,2024-04-15,2024-02-29
407,42,2024-02-27,2024-09-19
362,135,2024-09-03,2024-03-28
94,139,2024-01-26,2024-05-18
435,91,2024-03-13,2024-05-24
229,33,2024-04-15,2024-09-22
92,27,2024-05-19,2024-04-01
215,112,2024-09-23,2024-08-20
9,97,2024-05-14,2024-06-29
479,39,2024-04-23,2024-07-13
445,32,2024-08-05,2024-02-12
97,87,2024-05-06,2024-08-19
78,51,2024-01-14,2024-10-27
429,55,2024-06-30,2024-04-05
436,15,2024-01-18,2024-08-03
412,178,2024-05-22,2024-02-23
345,176,2024-10-10,2024-07-09
187,1,2024-07-20,2024-03-15
51,172,2024-07-09,2024-02-28
47,39,2024-04-10,2024-11-02
